id,ticket_id,subject,body,category
421,TCK-3453,Partnership opportunity inquiry,"Hi, this is Diego. Our company is exploring a potential partnership with yours. Could you point me to the right person to discuss this further?",General
422,TCK-3053,Requesting a copy of my receipt,"Hi, this is Jordan. I tried updating my card details in the reporting module but it keeps failing with an error. Can someone assist me in updating my payment method?",Billing
423,TCK-3426,General inquiry about your services,Could you let me know your business hours and whether you're open on weekends? I'm trying to plan a call with your team.,General
424,TCK-3425,Inquiry about your privacy policy,I recently purchased a product from you and wanted to ask about your return policy in case it doesn't work out.,General
425,TCK-3313,Request for a copy of my offer letter,"Hi, this is Omar. I joined the company last week but still haven't received my onboarding documents. Could someone resend them to my email?",HR
426,TCK-3401,Request to change my reporting manager on file,Could you please send me a copy of my original offer letter? I need it for a visa application.,HR
427,TCK-3055,Overcharged on my December invoice,Could you please email me a copy of the receipt for invoice #94896? I need it for my expense report.,Billing
428,TCK-3057,Invoice #45018 shows wrong amount,I was billed on both May 24 and again three days later for the same subscription period. Please refund one of the charges.,Billing
429,TCK-3387,Issue with reimbursement claim,I'm unable to download my payslip for July from the HR portal; it just shows a loading error every time I click on it.,HR
430,TCK-3235,Export to CSV fails every time,"Hi, this is Kevin. The app freezes completely whenever I try to upload a file larger than 10MB in the admin console. I have to force close it every time.",Technical
431,TCK-3501,Partnership opportunity inquiry,Could you send me a company brochure or overview document? I'm putting together a presentation for my manager.,General
432,TCK-3517,Partnership opportunity inquiry,"Hi, this is Liam. I wanted to share some feedback about my recent experience with your team; overall it was positive but there is room for improvement in response time.",General
433,TCK-3026,Unable to update my payment method,I upgraded my plan mid-cycle and I'm confused about the prorated charge of $403.66. Could you explain how this was calculated?,Billing
434,TCK-3362,Request for a copy of my offer letter,"Hi, this is Alex. There seems to be a discrepancy in my attendance records for March; a few days I worked from the office are marked as absent.",HR
435,TCK-3054,Tax amount seems wrong on invoice #45003,I was charged twice for the same subscription on March 10. Please refund the duplicate transaction of $229.89 to my original payment method.,Billing
436,TCK-3343,Onboarding documents not received,"Hi, this is Anna. I'm unable to download my payslip for January from the HR portal; it just shows a loading error every time I click on it.",HR
437,TCK-3310,Parental leave policy clarification,I joined the company last week but still haven't received my onboarding documents. Could someone resend them to my email?,HR
438,TCK-3264,Two-factor authentication not working,"Hi, this is Isabella. The app freezes completely whenever I try to upload a file larger than 10MB in the API. I have to force close it every time.",Technical
439,TCK-3494,How do I contact the sales team?,"Hi, I came across your company online and wanted to know more about the services you offer. Could someone share some general information?",General
440,TCK-3437,Partnership opportunity inquiry,"Hi, this is Layla. I'm interested in learning more about the mobile app v3.2 and would like to request a demo for my team sometime next week.",General
441,TCK-3078,Need invoice reissued with correct company name,"Hi, this is Fatima. I tried updating my card details in the mobile app v3.2 but it keeps failing with an error. Can someone assist me in updating my payment method?",Billing
442,TCK-3137,Sync issue between mobile and desktop,"Hi, this is Alex. Whenever I try to export my report to CSV in the checkout page, the download fails and I get a generic error message.",Technical
443,TCK-3476,General compliment for your support team,I have a general question about how the checkout page works and whether it would be a good fit for a small team like ours.,General
444,TCK-3395,Onboarding documents not received,"Hi, this is Mei. I'm unable to log my working hours in the HR portal today; the submit button doesn't seem to respond.",HR
445,TCK-3024,Downgrade my plan and adjust billing,"Hi, this is Fatima. Hi team, I noticed I was charged $416.89 on my April invoice, which is more than my usual plan cost. Can you please check and correct this?",Billing
446,TCK-3394,Onboarding documents not received,"Hi, this is Mohammed. Could you please send me a copy of my original offer letter? I need it for a visa application.",HR
447,TCK-3182,the mobile app v3.2 crashes on login,The app freezes completely whenever I try to upload a file larger than 10MB in the API. I have to force close it every time.,Technical
448,TCK-3402,Issue with reimbursement claim,I have a question about enrolling in the health insurance plan; the deadline is approaching and I'm not sure which plan covers dependents.,HR
449,TCK-3175,Integration with third-party tool broken,The app freezes completely whenever I try to upload a file larger than 10MB in the reporting module. I have to force close it every time.,Technical
450,TCK-3133,Late fee charged despite on-time payment,I upgraded my plan mid-cycle and I'm confused about the prorated charge of $29.06. Could you explain how this was calculated?,Billing
451,TCK-3250,API returning timeout errors,"the reporting module has become extremely slow over the past few days, taking over a minute to load simple pages.",Technical
452,TCK-3115,Missing invoice for September,"Hi, this is Tara. I upgraded my plan mid-cycle and I'm confused about the prorated charge of $404.06. Could you explain how this was calculated?",Billing
453,TCK-3288,Requesting update to my personal details,I have a question about enrolling in the health insurance plan; the deadline is approaching and I'm not sure which plan covers dependents.,HR
454,TCK-3062,Billed twice this month,"I cancelled my subscription last month, but I was still billed $90.88 on February 15. Please refund this charge and confirm the cancellation.",Billing
455,TCK-3117,Tax amount seems wrong on invoice #52101,"I cancelled my subscription last month, but I was still billed $343.37 on February 11. Please refund this charge and confirm the cancellation.",Billing
456,TCK-3317,Clarification on remote work policy,Could someone from HR confirm my current leave balance? The number showing in the portal doesn't match what I calculated myself.,HR
457,TCK-3059,Subscription renewed but I cancelled it,I was charged twice for the same subscription on January 5. Please refund the duplicate transaction of $262.75 to my original payment method.,Billing
458,TCK-3221,Getting error 500 when saving changes,"Hi, this is Layla. After entering my correct login credentials, I get redirected back to the login page in a loop and can never actually get in.",Technical
459,TCK-3173,Unable to reset my password,None of my data is loading in the API today; the dashboard just shows a spinning loader indefinitely.,Technical
460,TCK-3033,Overcharged on my October invoice,"I cancelled my subscription last month, but I was still billed $363.32 on April 15. Please refund this charge and confirm the cancellation.",Billing
461,TCK-3414,General question about the billing portal,"Hi, this is Yusuf. I'd like to suggest a new feature for the checkout page that would let users export data in bulk; it would save a lot of time.",General
462,TCK-3017,Late fee charged despite on-time payment,"Hi, this is Nina. I would like to downgrade from the premium plan to the basic plan and have my next invoice reflect the new price.",Billing
463,TCK-3258,Notifications not showing up,"Hi, this is Mohammed. The app freezes completely whenever I try to upload a file larger than 10MB in the API. I have to force close it every time.",Technical
464,TCK-3458,Requesting a product demo,"Hi, this is Priya. Could you send me a company brochure or overview document? I'm putting together a presentation for my manager.",General
465,TCK-3441,Question about business hours,"Hi, this is Ethan. Our company is exploring a potential partnership with yours. Could you point me to the right person to discuss this further?",General
466,TCK-3424,Question about business hours,"Hi, this is Jordan. Could you tell me which cities you currently have offices in? I'm curious whether there's a location near me.",General
467,TCK-3090,Late fee charged despite on-time payment,"Hi, this is Wei. I have not received an invoice for December yet. Could you please send it to my registered email as soon as possible?",Billing
468,TCK-3082,Downgrade my plan and adjust billing,Could you please email me a copy of the receipt for invoice #21188? I need it for my expense report.,Billing
469,TCK-3347,Question about health insurance enrollment,"I was told my promotion was approved last month, but I haven't seen any updates in the system. Could you check on the paperwork status?",HR
470,TCK-3183,Data not loading in the mobile app v3.2,Data I enter on the mobile app isn't syncing with the desktop version of the payment gateway. Changes made on one device don't appear on the other.,Technical
471,TCK-3134,Overcharged on my September invoice,My company name is spelled incorrectly on invoice #16705. Could you reissue it with the correct name for our records?,Billing
472,TCK-3452,Media inquiry for an interview,"Hi, this is Wei. I'm interested in learning more about the billing portal and would like to request a demo for my team sometime next week.",General
473,TCK-3184,Blank screen after latest update,"Hi, this is Tara. the desktop client has become extremely slow over the past few days, taking over a minute to load simple pages.",Technical
474,TCK-3010,Credit card declined but money was deducted,"Hi, this is Carlos. I paid my bill on time via the desktop client, but I was still charged a late fee of $423.70. Please remove this fee from my account.",Billing
475,TCK-3025,Billed twice this month,I upgraded my plan mid-cycle and I'm confused about the prorated charge of $461.56. Could you explain how this was calculated?,Billing
476,TCK-3286,Parental leave policy clarification,"Hi, this is Mohammed. I'm unable to download my payslip for December from the HR portal; it just shows a loading error every time I click on it.",HR
477,TCK-3108,Need invoice reissued with correct company name,"Hi team, I noticed I was charged $24.36 on my March invoice, which is more than my usual plan cost. Can you please check and correct this?",Billing
478,TCK-3121,Need invoice reissued with correct company name,My card shows a deduction of $138.90 but the payment status in the billing portal still says declined. Please investigate and confirm whether the payment went through.,Billing
479,TCK-3156,Getting error 500 when saving changes,"I keep getting a 500 internal server error whenever I try to save changes in the checkout page. This happens consistently, even after restarting the app.",Technical
480,TCK-3253,Integration with third-party tool broken,"Hi, this is Carlos. Whenever I try to export my report to CSV in the admin console, the download fails and I get a generic error message.",Technical
481,TCK-3213,API returning timeout errors,"Hi, this is Emma. Every time I try to log into the API, the app crashes immediately after entering my credentials. This started after the update on June 19.",Technical
482,TCK-3407,General question about the admin console,"Hi, this is Fatima. I recently purchased a product from you and wanted to ask about your return policy in case it doesn't work out.",General
483,TCK-3052,Overcharged on my August invoice,"Hi, this is Jordan. I paid my bill on time via the reporting module, but I was still charged a late fee of $360.63. Please remove this fee from my account.",Billing
484,TCK-3252,Login loop after entering credentials,"Hi, this is Nina. The integration between the reporting module and our third-party analytics tool stopped working after the recent update; no data is being pulled through.",Technical
485,TCK-3311,Clarification on remote work policy,"I was told my promotion was approved last month, but I haven't seen any updates in the system. Could you check on the paperwork status?",HR
486,TCK-3081,Need invoice reissued with correct company name,"I cancelled my subscription last month, but I was still billed $115.55 on December 28. Please refund this charge and confirm the cancellation.",Billing
487,TCK-3103,Unable to update my payment method,"Hi, this is Sam. Could you please email me a copy of the receipt for invoice #88282? I need it for my expense report.",Billing
488,TCK-3089,Currency conversion looks incorrect on invoice,"Hi, this is Chloe. I have not received an invoice for January yet. Could you please send it to my registered email as soon as possible?",Billing
489,TCK-3067,Question about proration on my upgrade,"Hi, this is Liam. Hi team, I noticed I was charged $374.98 on my November invoice, which is more than my usual plan cost. Can you please check and correct this?",Billing
490,TCK-3248,Slow performance on the customer portal,"Every time I try to log into the checkout page, the app crashes immediately after entering my credentials. This started after the update on January 11.",Technical
491,TCK-3342,Request to change my reporting manager on file,"I was told my promotion was approved last month, but I haven't seen any updates in the system. Could you check on the paperwork status?",HR
492,TCK-3045,Question about proration on my upgrade,"I cancelled my subscription last month, but I was still billed $321.28 on October 26. Please refund this charge and confirm the cancellation.",Billing
493,TCK-3384,Request for a copy of my offer letter,"I submitted a reimbursement claim for $333.90 on September 17, but it still shows as pending after two weeks. Could you check the status?",HR
494,TCK-3354,Question about year-end bonus calculation,Could HR please issue an employment verification letter for me? I need it for a loan application by February 4.,HR
495,TCK-3145,the admin console crashes on login,"Hi, this is Kevin. After installing the latest update, the payment gateway just shows a blank white screen on launch. I've tried reinstalling with no luck.",Technical
496,TCK-3107,Billed twice this month,"Hi, this is Layla. I was billed on both August 12 and again three days later for the same subscription period. Please refund one of the charges.",Billing
497,TCK-3319,Update on my promotion paperwork,"Hi, this is Tara. Could you clarify the current remote work policy? I want to confirm how many days per week I'm allowed to work from home.",HR
498,TCK-3083,Currency conversion looks incorrect on invoice,I was charged twice for the same subscription on September 11. Please refund the duplicate transaction of $348.15 to my original payment method.,Billing
499,TCK-3536,Partnership opportunity inquiry,I'd like to suggest a new feature for the checkout page that would let users export data in bulk; it would save a lot of time.,General
500,TCK-3498,Inquiry about career opportunities,"Hi, this is Noah. I have a question regarding your privacy policy and how customer data is stored and used. Could someone clarify this for me?",General
501,TCK-3410,Suggestion for a new feature,"Hi, this is Anna. Our company is exploring a potential partnership with yours. Could you point me to the right person to discuss this further?",General
502,TCK-3242,Cannot connect to the server,I requested a password reset link three times but never received the email. Can someone manually reset my password or check the email delivery?,Technical
503,TCK-3408,General compliment for your support team,"Hi, this is Sam. Hi, I came across your company online and wanted to know more about the services you offer. Could someone share some general information?",General
504,TCK-3185,Getting error 500 when saving changes,"Hi, this is Fatima. Our integration is receiving timeout errors from the API for requests taking longer than 30 seconds. This started around March 16.",Technical
505,TCK-3377,Onboarding documents not received,Could you clarify the current remote work policy? I want to confirm how many days per week I'm allowed to work from home.,HR
506,TCK-3335,Unable to log hours in the HR portal,"Hi, this is Alex. I joined the company last week but still haven't received my onboarding documents. Could someone resend them to my email?",HR
507,TCK-3345,Update on my promotion paperwork,I'm unable to log my working hours in the HR portal today; the submit button doesn't seem to respond.,HR
508,TCK-3482,How do I contact the sales team?,I recently purchased a product from you and wanted to ask about your return policy in case it doesn't work out.,General
509,TCK-3427,Question about company locations,I have a general question about how the web dashboard works and whether it would be a good fit for a small team like ours.,General
510,TCK-3214,Notifications not showing up,"Hi, this is Ben. Every time I try to log into the web dashboard, the app crashes immediately after entering my credentials. This started after the update on January 25.",Technical
511,TCK-3492,Inquiry about career opportunities,"Hi, this is Layla. Could you tell me which cities you currently have offices in? I'm curious whether there's a location near me.",General
512,TCK-3400,Unable to log hours in the HR portal,"Hi, this is Aisha. Could someone explain how the year-end bonus is calculated? I want to understand the formula used based on performance ratings.",HR
513,TCK-3301,Request to change my reporting manager on file,I joined the company last week but still haven't received my onboarding documents. Could someone resend them to my email?,HR
514,TCK-3135,Missing invoice for September,I was billed on both October 22 and again three days later for the same subscription period. Please refund one of the charges.,Billing
515,TCK-3480,How do I contact the sales team?,I wanted to share some feedback about my recent experience with your team; overall it was positive but there is room for improvement in response time.,General
516,TCK-3348,Request for a copy of my offer letter,"Hi, this is Alex. I'm unable to log my working hours in the HR portal today; the submit button doesn't seem to respond.",HR
517,TCK-3225,App freezes during file upload,"Hi, this is Sam. I stopped receiving push notifications from the mobile app v3.2 about a week ago, even though notifications are enabled in settings.",Technical
518,TCK-3539,Requesting a product demo,I have a general question about how the web dashboard works and whether it would be a good fit for a small team like ours.,General
519,TCK-3449,Suggestion for a new feature,I have a question regarding your privacy policy and how customer data is stored and used. Could someone clarify this for me?,General
520,TCK-3353,Question about year-end bonus calculation,Could you clarify the current remote work policy? I want to confirm how many days per week I'm allowed to work from home.,HR
521,TCK-3481,Requesting a product demo,Just wanted to say your support team was fantastic when I reached out last week; they resolved my issue quickly and were very polite.,General
522,TCK-3197,Data not loading in the CRM tool,"Hi, this is Mohammed. Whenever I try to export my report to CSV in the web dashboard, the download fails and I get a generic error message.",Technical
523,TCK-3295,Requesting update to my personal details,"Hi, this is Aisha. I submitted a reimbursement claim for $352.93 on June 5, but it still shows as pending after two weeks. Could you check the status?",HR
524,TCK-3166,Sync issue between mobile and desktop,The app freezes completely whenever I try to upload a file larger than 10MB in the mobile app v3.2. I have to force close it every time.,Technical
525,TCK-3022,Requesting a copy of my receipt,My company name is spelled incorrectly on invoice #50687. Could you reissue it with the correct name for our records?,Billing
526,TCK-3447,Question about business hours,"Hi, this is Ethan. I have a question regarding your privacy policy and how customer data is stored and used. Could someone clarify this for me?",General
527,TCK-3460,Suggestion for a new feature,"Hi, this is Raj. I recently purchased a product from you and wanted to ask about your return policy in case it doesn't work out.",General
528,TCK-3356,Clarification on remote work policy,"Hi, this is Yusuf. Could you clarify the current remote work policy? I want to confirm how many days per week I'm allowed to work from home.",HR
529,TCK-3507,Partnership opportunity inquiry,"Hi, this is Sofia. I have some questions about pricing plans and would like to speak with someone from the sales team. How can I get in touch?",General
530,TCK-3120,Billed twice this month,"Hi, this is Chloe. My card shows a deduction of $75.67 but the payment status in the admin console still says declined. Please investigate and confirm whether the payment went through.",Billing
531,TCK-3485,Inquiry about your privacy policy,Just wanted to say your support team was fantastic when I reached out last week; they resolved my issue quickly and were very polite.,General
532,TCK-3428,Requesting a product demo,"Hi, this is Ben. Could you tell me which cities you currently have offices in? I'm curious whether there's a location near me.",General
533,TCK-3275,Unable to access payslip for September,"Hi, this is Diego. Could someone explain how the year-end bonus is calculated? I want to understand the formula used based on performance ratings.",HR
534,TCK-3066,Subscription renewed but I cancelled it,"I cancelled my subscription last month, but I was still billed $386.06 on November 25. Please refund this charge and confirm the cancellation.",Billing
535,TCK-3324,Question about health insurance enrollment,"Hi, this is Liam. There seems to be a discrepancy in my attendance records for November; a few days I worked from the office are marked as absent.",HR
536,TCK-3433,General inquiry about your services,"Hi, this is Tara. Just wanted to say your support team was fantastic when I reached out last week; they resolved my issue quickly and were very polite.",General
537,TCK-3020,Refund request for duplicate payment,My company name is spelled incorrectly on invoice #49446. Could you reissue it with the correct name for our records?,Billing
538,TCK-3063,Missing invoice for June,I tried updating my card details in the CRM tool but it keeps failing with an error. Can someone assist me in updating my payment method?,Billing
539,TCK-3238,Sync issue between mobile and desktop,"the mobile app v3.2 has become extremely slow over the past few days, taking over a minute to load simple pages.",Technical
540,TCK-3500,How do I contact the sales team?,"Hi, this is Priya. I'm a journalist writing about companies in this space and would love to schedule a short interview with someone from your team.",General
